id_estacion,id_usuario,fecha_ingreso,codigo,anio,mes,dia,rr,hora,fecha_toma
63755,0,2023-06-21 16:09:21.574,M0001,2022,3,31,2.2,07,2022-03-31 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,3,31,0.0,13,2022-03-31 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,3,31,0.0,19,2022-03-31 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,1,3.6,07,2022-04-01 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,1,0.0,13,2022-04-01 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,1,4.6,19,2022-04-01 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,2,12.1,07,2022-04-02 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,2,0.0,13,2022-04-02 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,2,0.0,19,2022-04-02 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,3,0.0,07,2022-04-03 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,3,0.0,13,2022-04-03 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,3,0.0,19,2022-04-03 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,4,0.6,07,2022-04-04 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,4,0.0,13,2022-04-04 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,4,2.1,19,2022-04-04 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,5,0.0,07,2022-04-05 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,5,0.0,13,2022-04-05 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,5,0.0,19,2022-04-05 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,6,0.0,07,2022-04-06 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,6,0.0,13,2022-04-06 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,6,0.0,19,2022-04-06 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,7,0.0,07,2022-04-07 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,7,0.0,13,2022-04-07 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,7,0.6,19,2022-04-07 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,8,0.3,07,2022-04-08 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,8,0.0,13,2022-04-08 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,8,6.7,19,2022-04-08 19:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,9,11.4,07,2022-04-09 07:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,9,0.0,13,2022-04-09 13:00:00
63755,0,2023-06-21 16:09:21.574,M0001,2022,4,9,4.6,19,2022-04-09 19:00:00
