M0033,ev7,12240,18537
M0033,ev13,12225,18537
M0033,ev19,12223,18537
M0033,vv7,18330,18537
M0033,an7,18537,18537
M0033,vv13,18305,18537
M0033,an13,18537,18537
M0033,vv19,18316,18537
M0033,an19,18537,18537
M0033,nu7,18537,18537
M0033,nu13,18537,18537
M0033,nu19,18537,18537
M0037,ts7,18521,18603
M0037,th7,18526,18603
M0037,ts13,18427,18603
M0037,th13,18421,18603
M0037,ts19,18330,18603
M0037,th19,18344,18603
M0037,ev7,18208,18603
M0037,ev13,18392,18603
M0037,ev19,18281,18603
M0037,vv7,18549,18603
M0037,an7,18603,18603
M0037,vv13,18498,18603
M0037,an13,18603,18603
M0037,vv19,18490,18603
M0037,an19,18603,18603
M0037,nu7,18603,18603
M0037,nu13,18603,18603
M0037,nu19,18603,18603
M0056,ts7,4544,4565
M0056,th7,4545,4565
M0056,ts13,4502,4565
M0056,th13,4502,4565
M0056,ts19,4316,4565
M0056,th19,4316,4565
M0056,ev7,0,4565
M0056,ev13,0,4565
M0056,ev19,0,4565
M0056,vv7,4550,4565
M0056,an7,4565,4565
M0056,vv13,4525,4565
M0056,an13,4565,4565
M0056,vv19,4521,4565
M0056,an19,4565,4565
M0056,nu7,4565,4565
M0056,nu13,4565,4565
M0056,nu19,4565,4565
M0057,ts7,7600,7824
M0057,th7,7565,7824
M0057,ts13,7190,7824
M0057,th13,7134,7824
M0057,ts19,6789,7824
M0057,th19,6765,7824
M0057,ev7,2,7824
M0057,ev13,1,7824
M0057,ev19,2,7824
M0057,vv7,7150,7824
M0057,an7,7824,7824
M0057,vv13,6772,7824
M0057,an13,7824,7824
M0057,vv19,6368,7824
M0057,an19,7824,7824
M0057,nu7,7824,7824
M0057,nu13,7824,7824
M0057,nu19,7824,7824
M0058,ts7,4153,4292
M0058,th7,4152,4292
M0058,ts13,4140,4292
M0058,th13,4138,4292
M0058,ts19,2302,4292
M0058,th19,2301,4292
M0058,ev7,1,4292
M0058,ev13,1,4292
M0058,ev19,1,4292
M0058,vv7,4156,4292
M0058,an7,4292,4292
M0058,vv13,4146,4292
M0058,an13,4292,4292
M0058,vv19,2397,4292
M0058,an19,4292,4292
M0058,nu7,4292,4292
M0058,nu13,4292,4292
M0058,nu19,4292,4292
M0059,ts7,11364,11470
M0059,th7,10691,11470
M0059,ts13,11138,11470
M0059,th13,10469,11470
M0059,ts19,10572,11470
M0059,th19,9868,11470
M0059,ev7,90,11470
M0059,ev13,91,11470
M0059,ev19,90,11470
M0059,vv7,9315,11470
M0059,an7,11470,11470
M0059,vv13,9109,11470
M0059,an13,11470,11470
M0059,vv19,8608,11470
M0059,an19,11470,11470
M0059,nu7,11470,11470
M0059,nu13,11470,11470
M0059,nu19,11470,11470
M0062,ts7,190,212
M0062,th7,190,212
M0062,ts13,156,212
M0062,th13,156,212
M0062,ts19,128,212
M0062,th19,129,212
M0062,ev7,0,212
M0062,ev13,0,212
M0062,ev19,0,212
M0062,vv7,190,212
M0062,an7,212,212
M0062,vv13,156,212
M0062,an13,212,212
M0062,vv19,127,212
M0062,an19,212,212
M0062,nu7,212,212
M0062,nu13,212,212
M0062,nu19,212,212
M0063,ts7,5965,5996
M0063,th7,5962,5996
M0063,ts13,5772,5996
M0063,th13,5772,5996
M0063,ts19,5597,5996
M0063,th19,5670,5996
M0063,ev7,0,5996
M0063,ev13,0,5996
M0063,ev19,3,5996
M0063,vv7,5961,5996
M0063,an7,5996,5996
M0063,vv13,5859,5996
M0063,an13,5996,5996
M0063,vv19,5739,5996
M0063,an19,5996,5996
M0063,nu7,5996,5996
M0063,nu13,5996,5996
M0063,nu19,5996,5996
M0064,ts7,8505,8765
M0064,th7,8153,8765
M0064,ts13,8412,8765
M0064,th13,8057,8765
M0064,ts19,8303,8765
M0064,th19,8004,8765
M0064,ev7,1828,8765
M0064,ev13,1838,8765
M0064,ev19,1819,8765
M0064,vv7,7003,8765
M0064,an7,8765,8765
M0064,vv13,6955,8765
M0064,an13,8765,8765
M0064,vv19,6893,8765
M0064,an19,8765,8765
M0064,nu7,8765,8765
M0064,nu13,8765,8765
M0064,nu19,8765,8765
M0066,ts7,3680,5200
M0066,th7,3682,5200
M0066,ts13,3283,5200
M0066,th13,3269,5200
M0066,ts19,2913,5200
M0066,th19,2919,5200
M0066,ev7,0,5200
M0066,ev13,3,5200
M0066,ev19,2,5200
M0066,vv7,4137,5200
M0066,an7,5200,5200
M0066,vv13,3666,5200
M0066,an13,5200,5200
M0066,vv19,3294,5200
M0066,an19,5200,5200
M0066,nu7,5200,5200
M0066,nu13,5200,5200
M0066,nu19,5200,5200
M0067,ts7,2154,2162
M0067,th7,2154,2162
M0067,ts13,2109,2162
M0067,th13,2109,2162
M0067,ts19,2042,2162
M0067,th19,2042,2162
M0067,ev7,0,2162
M0067,ev13,0,2162
M0067,ev19,0,2162
M0067,vv7,2158,2162
M0067,an7,2162,2162
M0067,vv13,2157,2162
M0067,an13,2162,2162
M0067,vv19,2157,2162
M0067,an19,2162,2162
M0067,nu7,2162,2162
M0067,nu13,2162,2162
M0067,nu19,2162,2162
M0074,ts7,1803,1827
M0074,th7,1803,1827
M0074,ts13,1815,1827
M0074,th13,1815,1827
M0074,ts19,1751,1827
M0074,th19,1751,1827
M0074,ev7,1,1827
M0074,ev13,0,1827
M0074,ev19,0,1827
M0074,vv7,1820,1827
M0074,an7,1827,1827
M0074,vv13,1820,1827
M0074,an13,1827,1827
M0074,vv19,1819,1827
M0074,an19,1827,1827
M0074,nu7,1827,1827
M0074,nu13,1827,1827
M0074,nu19,1827,1827
M0103,ts7,22877,24347
M0103,th7,22819,24347
M0103,ts13,22886,24347
M0103,th13,22830,24347
M0103,ts19,22856,24347
M0103,th19,22756,24347
M0103,ev7,12331,24347
M0103,ev13,12320,24347
M0103,ev19,12257,24347
M0103,vv7,21172,24347
M0103,an7,24347,24347
M0103,vv13,21108,24347
M0103,an13,24347,24347
M0103,vv19,21111,24347
M0103,an19,24347,24347
M0103,nu7,24347,24347
M0103,nu13,24347,24347
M0103,nu19,24347,24347
M0123,ts7,13842,14090
M0123,th7,13472,14090
M0123,ts13,13822,14090
M0123,th13,13447,14090
M0123,ts19,13854,14090
M0123,th19,13486,14090
M0123,ev7,7686,14090
M0123,ev13,7842,14090
M0123,ev19,7790,14090
M0123,vv7,13888,14090
M0123,an7,14090,14090
M0123,vv13,13865,14090
M0123,an13,14090,14090
M0123,vv19,13866,14090
M0123,an19,14090,14090
M0123,nu7,14090,14090
M0123,nu13,14090,14090
M0123,nu19,14090,14090
M0130,ts7,11381,12664
M0130,th7,11365,12664
M0130,ts13,12103,12664
M0130,th13,11988,12664
M0130,ts19,11916,12664
M0130,th19,11906,12664
M0130,ev7,1,12664
M0130,ev13,1,12664
M0130,ev19,1,12664
M0130,vv7,12447,12664
M0130,an7,12664,12664
M0130,vv13,12385,12664
M0130,an13,12664,12664
M0130,vv19,12395,12664
M0130,an19,12664,12664
M0130,nu7,12664,12664
M0130,nu13,12664,12664
M0130,nu19,12664,12664
M0148,ts7,15947,18328
M0148,th7,15753,18328
M0148,ts13,16918,18328
M0148,th13,16508,18328
M0148,ts19,16678,18328
M0148,th19,16504,18328
M0148,ev7,7,18328
M0148,ev13,4,18328
M0148,ev19,5,18328
M0148,vv7,15965,18328
M0148,an7,18328,18328
M0148,vv13,15823,18328
M0148,an13,18328,18328
M0148,vv19,15663,18328
M0148,an19,18328,18328
M0148,nu7,18328,18328
M0148,nu13,18328,18328
M0148,nu19,18328,18328
M0221,ts7,16911,17091
M0221,th7,16908,17091
M0221,ts13,16993,17091
M0221,th13,16995,17091
M0221,ts19,16891,17091
M0221,th19,16892,17091
M0221,ev7,8870,17091
M0221,ev13,8902,17091
M0221,ev19,8892,17091
M0221,vv7,17040,17091
M0221,an7,17091,17091
M0221,vv13,17040,17091
M0221,an13,17091,17091
M0221,vv19,17032,17091
M0221,an19,17091,17091
M0221,nu7,17091,17091
M0221,nu13,17091,17091
M0221,nu19,17091,17091
M0258,ts7,13450,13637
M0258,th7,13449,13637
M0258,ts13,13442,13637
M0258,th13,13442,13637
M0258,ts19,13450,13637
M0258,th19,13451,13637
M0258,ev7,13405,13637
M0258,ev13,13404,13637
M0258,ev19,13418,13637
M0258,vv7,13404,13637
M0258,an7,13637,13637
M0258,vv13,13375,13637
M0258,an13,13637,13637
M0258,vv19,13386,13637
M0258,an19,13637,13637
M0258,nu7,13637,13637
M0258,nu13,13637,13637
M0258,nu19,13637,13637
M0611,ts7,514,516
M0611,th7,514,516
M0611,ts13,511,516
M0611,th13,511,516
M0611,ts19,492,516
M0611,th19,492,516
M0611,ev7,0,516
M0611,ev13,0,516
M0611,ev19,0,516
M0611,vv7,514,516
M0611,an7,516,516
M0611,vv13,514,516
M0611,an13,516,516
M0611,vv19,512,516
M0611,an19,516,516
M0611,nu7,516,516
M0611,nu13,516,516
M0611,nu19,516,516
M1036,ts7,8490,8981
M1036,th7,8113,8981
M1036,ts13,8391,8981
M1036,th13,8013,8981
M1036,ts19,8222,8981
M1036,th19,7858,8981
M1036,ev7,6315,8981
M1036,ev13,6266,8981
M1036,ev19,6170,8981
M1036,vv7,8050,8981
M1036,an7,8981,8981
M1036,vv13,8008,8981
M1036,an13,8981,8981
M1036,vv19,7857,8981
M1036,an19,8981,8981
M1036,nu7,8981,8981
M1036,nu13,8981,8981
M1036,nu19,8981,8981
M1094,ts7,11645,12019
M1094,th7,11617,12019
M1094,ts13,11663,12019
M1094,th13,11634,12019
M1094,ts19,11626,12019
M1094,th19,11595,12019
M1094,ev7,11170,12019
M1094,ev13,11172,12019
M1094,ev19,11144,12019
M1094,vv7,11622,12019
M1094,an7,12019,12019
M1094,vv13,11590,12019
M1094,an13,12019,12019
M1094,vv19,11582,12019
M1094,an19,12019,12019
M1094,nu7,12019,12019
M1094,nu13,12019,12019
M1094,nu19,12019,12019
M1096,ts7,8519,8550
M1096,th7,8517,8550
M1096,ts13,8502,8550
M1096,th13,8502,8550
M1096,ts19,8488,8550
M1096,th19,8487,8550
M1096,ev7,6702,8550
M1096,ev13,6699,8550
M1096,ev19,6698,8550
M1096,vv7,8507,8550
M1096,an7,8550,8550
M1096,vv13,8491,8550
M1096,an13,8550,8550
M1096,vv19,8494,8550
M1096,an19,8550,8550
M1096,nu7,8550,8550
M1096,nu13,8550,8550
M1096,nu19,8550,8550
M1107,ts7,3476,3561
M1107,th7,3453,3561
M1107,ts13,3478,3561
M1107,th13,3432,3561
M1107,ts19,2956,3561
M1107,th19,2944,3561
M1107,ev7,1,3561
M1107,ev13,1,3561
M1107,ev19,1,3561
M1107,vv7,3483,3561
M1107,an7,3561,3561
M1107,vv13,3481,3561
M1107,an13,3561,3561
M1107,vv19,3477,3561
M1107,an19,3561,3561
M1107,nu7,3561,3561
M1107,nu13,3561,3561
M1107,nu19,3561,3561
M1208,ts7,7433,7489
M1208,th7,7431,7489
M1208,ts13,7419,7489
M1208,th13,7407,7489
M1208,ts19,7421,7489
M1208,th19,7417,7489
M1208,ev7,7353,7489
M1208,ev13,7354,7489
M1208,ev19,7356,7489
M1208,vv7,7438,7489
M1208,an7,7489,7489
M1208,vv13,7426,7489
M1208,an13,7489,7489
M1208,vv19,7413,7489
M1208,an19,7489,7489
M1208,nu7,7489,7489
M1208,nu13,7489,7489
M1208,nu19,7489,7489
M1240,ts7,1869,1886
M1240,th7,1869,1886
M1240,ts13,1869,1886
M1240,th13,1868,1886
M1240,ts19,1871,1886
M1240,th19,1871,1886
M1240,ev7,1859,1886
M1240,ev13,1864,1886
M1240,ev19,1855,1886
M1240,vv7,1868,1886
M1240,an7,1886,1886
M1240,vv13,1868,1886
M1240,an13,1886,1886
M1240,vv19,1869,1886
M1240,an19,1886,1886
M1240,nu7,1886,1886
M1240,nu13,1886,1886
M1240,nu19,1886,1886
